run_id,task,model,effort,run_number,timestamp,provider,auth_mode,reasoning_effort,exit_code,verify_passed,verify_exit_code,run_valid,incomplete_reason,score,functional_score,scope_score,checks_json,wall_clock_ms,input_tokens,output_tokens,cache_read_input_tokens,cache_creation_input_tokens,thinking_tokens,total_tokens,total_cost_usd,num_turns,tool_call_count,subagent_spawn_count,tool_breakdown,model_used,stop_reason,claude_version,result_text_length,parse_errors,judge_scope_compliance,judge_code_quality,judge_approach_efficiency,judge_over_engineering,judge_overall
05_find_validation_gaps_claude-opus-4-7_high_run3_1778848079,05_find_validation_gaps,claude-opus-4-7,high,3,2026-05-15T14:28:54+02:00,claude,subscription,high,0,true,0,true,,1.0,1.0,,"{""f1_pass"": {""details"": ""F1=1.0000"", ""passed"": true}, ""file_exists"": {""details"": ""analysis.json exists"", ""passed"": true}, ""precision_pass"": {""details"": ""precision=1.0000 (TP=5 FP=0)"", ""passed"": true}, ""recall_pass"": {""details"": ""recall=1.0000 (TP=5 FN=0)"", ""passed"": true}, ""schema_valid"": {""details"": ""schema valid"", ""passed"": true}}",50617,11,2962,154737,14646,0,172356,0.243654,13,12,0,Bash=3;Read=8;Write=1,claude-opus-4-7,success,2.1.142 (Claude Code),589,,,,,,
05_find_validation_gaps_claude-opus-4-7_low_run1_1778846951,05_find_validation_gaps,claude-opus-4-7,low,1,2026-05-15T14:09:52+02:00,claude,subscription,low,0,true,0,true,,1.0,1.0,,"{""f1_pass"": {""details"": ""F1=1.0000"", ""passed"": true}, ""file_exists"": {""details"": ""analysis.json exists"", ""passed"": true}, ""precision_pass"": {""details"": ""precision=1.0000 (TP=5 FP=0)"", ""passed"": true}, ""recall_pass"": {""details"": ""recall=1.0000 (TP=5 FN=0)"", ""passed"": true}, ""schema_valid"": {""details"": ""schema valid"", ""passed"": true}}",36544,14,1775,240823,13186,0,255798,0.247922,9,8,0,Bash=2;Read=5;Write=1,claude-opus-4-7,success,2.1.142 (Claude Code),269,,,,,,
05_find_validation_gaps_claude-opus-4-7_low_run1_1778847704,05_find_validation_gaps,claude-opus-4-7,low,1,2026-05-15T14:22:25+02:00,claude,subscription,low,0,true,0,true,,1.0,1.0,,"{""f1_pass"": {""details"": ""F1=1.0000"", ""passed"": true}, ""file_exists"": {""details"": ""analysis.json exists"", ""passed"": true}, ""precision_pass"": {""details"": ""precision=1.0000 (TP=5 FP=0)"", ""passed"": true}, ""recall_pass"": {""details"": ""recall=1.0000 (TP=5 FN=0)"", ""passed"": true}, ""schema_valid"": {""details"": ""schema valid"", ""passed"": true}}",37213,14,1674,240252,13033,0,254973,0.24415525,9,8,0,Bash=2;Read=5;Write=1,claude-opus-4-7,success,2.1.142 (Claude Code),165,,,,,,
05_find_validation_gaps_claude-opus-4-7_low_run2_1778846993,05_find_validation_gaps,claude-opus-4-7,low,2,2026-05-15T14:10:44+02:00,claude,subscription,low,0,true,0,true,,1.0,1.0,,"{""f1_pass"": {""details"": ""F1=1.0000"", ""passed"": true}, ""file_exists"": {""details"": ""analysis.json exists"", ""passed"": true}, ""precision_pass"": {""details"": ""precision=1.0000 (TP=5 FP=0)"", ""passed"": true}, ""recall_pass"": {""details"": ""recall=1.0000 (TP=5 FN=0)"", ""passed"": true}, ""schema_valid"": {""details"": ""schema valid"", ""passed"": true}}",46679,16,2007,298873,14018,0,314914,0.28795200000000004,11,10,0,Bash=3;Read=6;Write=1,claude-opus-4-7,success,2.1.142 (Claude Code),158,,,,,,
05_find_validation_gaps_claude-opus-4-7_low_run2_1778847746,05_find_validation_gaps,claude-opus-4-7,low,2,2026-05-15T14:23:09+02:00,claude,subscription,low,0,true,0,true,,1.0,1.0,,"{""f1_pass"": {""details"": ""F1=1.0000"", ""passed"": true}, ""file_exists"": {""details"": ""analysis.json exists"", ""passed"": true}, ""precision_pass"": {""details"": ""precision=1.0000 (TP=5 FP=0)"", ""passed"": true}, ""recall_pass"": {""details"": ""recall=1.0000 (TP=5 FN=0)"", ""passed"": true}, ""schema_valid"": {""details"": ""schema valid"", ""passed"": true}}",39325,14,1702,240498,13085,0,255299,0.24529325000000002,9,8,0,Bash=2;Read=5;Write=1,claude-opus-4-7,success,2.1.142 (Claude Code),158,,,,,,
05_find_validation_gaps_claude-opus-4-7_low_run3_1778847044,05_find_validation_gaps,claude-opus-4-7,low,3,2026-05-15T14:11:33+02:00,claude,subscription,low,0,true,0,true,,1.0,1.0,,"{""f1_pass"": {""details"": ""F1=1.0000"", ""passed"": true}, ""file_exists"": {""details"": ""analysis.json exists"", ""passed"": true}, ""precision_pass"": {""details"": ""precision=1.0000 (TP=5 FP=0)"", ""passed"": true}, ""recall_pass"": {""details"": ""recall=1.0000 (TP=5 FN=0)"", ""passed"": true}, ""schema_valid"": {""details"": ""schema valid"", ""passed"": true}}",44473,14,1770,240621,13158,0,255563,0.24751600000000004,9,8,0,Bash=2;Read=5;Write=1,claude-opus-4-7,success,2.1.142 (Claude Code),282,,,,,,
05_find_validation_gaps_claude-opus-4-7_low_run3_1778847790,05_find_validation_gaps,claude-opus-4-7,low,3,2026-05-15T14:23:50+02:00,claude,subscription,low,0,true,0,true,,1.0,1.0,,"{""f1_pass"": {""details"": ""F1=1.0000"", ""passed"": true}, ""file_exists"": {""details"": ""analysis.json exists"", ""passed"": true}, ""precision_pass"": {""details"": ""precision=1.0000 (TP=5 FP=0)"", ""passed"": true}, ""recall_pass"": {""details"": ""recall=1.0000 (TP=5 FN=0)"", ""passed"": true}, ""schema_valid"": {""details"": ""schema valid"", ""passed"": true}}",36206,14,1689,240429,13060,0,255192,0.24477749999999998,9,8,0,Bash=2;Read=5;Write=1,claude-opus-4-7,success,2.1.142 (Claude Code),161,,,,,,
05_find_validation_gaps_claude-opus-4-7_max_run1_1778847403,05_find_validation_gaps,claude-opus-4-7,max,1,2026-05-15T14:17:32+02:00,claude,subscription,max,0,true,0,true,,1.0,1.0,,"{""f1_pass"": {""details"": ""F1=1.0000"", ""passed"": true}, ""file_exists"": {""details"": ""analysis.json exists"", ""passed"": true}, ""precision_pass"": {""details"": ""precision=1.0000 (TP=5 FP=0)"", ""passed"": true}, ""recall_pass"": {""details"": ""recall=1.0000 (TP=5 FN=0)"", ""passed"": true}, ""schema_valid"": {""details"": ""schema valid"", ""passed"": true}}",45007,11,2973,156995,15415,0,175394,0.24987425000000002,13,12,0,Bash=3;Read=8;Write=1,claude-opus-4-7,success,2.1.142 (Claude Code),615,,,,,,
05_find_validation_gaps_claude-opus-4-7_max_run1_1778848134,05_find_validation_gaps,claude-opus-4-7,max,1,2026-05-15T14:29:54+02:00,claude,subscription,max,0,true,0,true,,1.0,1.0,,"{""f1_pass"": {""details"": ""F1=1.0000"", ""passed"": true}, ""file_exists"": {""details"": ""analysis.json exists"", ""passed"": true}, ""precision_pass"": {""details"": ""precision=1.0000 (TP=5 FP=0)"", ""passed"": true}, ""recall_pass"": {""details"": ""recall=1.0000 (TP=5 FN=0)"", ""passed"": true}, ""schema_valid"": {""details"": ""schema valid"", ""passed"": true}}",55907,17,3057,330341,15353,0,348768,0.33828475,12,11,0,Bash=3;Read=7;Write=1,claude-opus-4-7,success,2.1.142 (Claude Code),604,,,,,,
05_find_validation_gaps_claude-opus-4-7_max_run2_1778847453,05_find_validation_gaps,claude-opus-4-7,max,2,2026-05-15T14:18:32+02:00,claude,subscription,max,0,true,0,true,,1.0,1.0,,"{""f1_pass"": {""details"": ""F1=1.0000"", ""passed"": true}, ""file_exists"": {""details"": ""analysis.json exists"", ""passed"": true}, ""precision_pass"": {""details"": ""precision=1.0000 (TP=5 FP=0)"", ""passed"": true}, ""recall_pass"": {""details"": ""recall=1.0000 (TP=5 FN=0)"", ""passed"": true}, ""schema_valid"": {""details"": ""schema valid"", ""passed"": true}}",55006,16,2817,302514,15192,0,320539,0.31736,11,10,0,Bash=2;Read=7;Write=1,claude-opus-4-7,success,2.1.142 (Claude Code),588,,,,,,
05_find_validation_gaps_claude-opus-4-7_max_run2_1778848195,05_find_validation_gaps,claude-opus-4-7,max,2,2026-05-15T14:30:50+02:00,claude,subscription,max,0,true,0,true,,1.0,1.0,,"{""f1_pass"": {""details"": ""F1=1.0000"", ""passed"": true}, ""file_exists"": {""details"": ""analysis.json exists"", ""passed"": true}, ""precision_pass"": {""details"": ""precision=1.0000 (TP=5 FP=0)"", ""passed"": true}, ""recall_pass"": {""details"": ""recall=1.0000 (TP=5 FN=0)"", ""passed"": true}, ""schema_valid"": {""details"": ""schema valid"", ""passed"": true}}",50731,11,3392,156871,15870,0,176144,0.26312599999999997,13,12,0,Bash=3;Read=8;Write=1,claude-opus-4-7,success,2.1.142 (Claude Code),276,,,,,,
05_find_validation_gaps_claude-opus-4-7_max_run3_1778847513,05_find_validation_gaps,claude-opus-4-7,max,3,2026-05-15T14:19:38+02:00,claude,subscription,max,0,true,0,true,,1.0,1.0,,"{""f1_pass"": {""details"": ""F1=1.0000"", ""passed"": true}, ""file_exists"": {""details"": ""analysis.json exists"", ""passed"": true}, ""precision_pass"": {""details"": ""precision=1.0000 (TP=5 FP=0)"", ""passed"": true}, ""recall_pass"": {""details"": ""recall=1.0000 (TP=5 FN=0)"", ""passed"": true}, ""schema_valid"": {""details"": ""schema valid"", ""passed"": true}}",60986,17,3130,332163,15717,0,351027,0.34329075000000003,12,11,0,Bash=2;Read=8;Write=1,claude-opus-4-7,success,2.1.142 (Claude Code),566,,,,,,
05_find_validation_gaps_claude-opus-4-7_max_run3_1778848251,05_find_validation_gaps,claude-opus-4-7,max,3,2026-05-15T14:31:50+02:00,claude,subscription,max,0,true,0,true,,1.0,1.0,,"{""f1_pass"": {""details"": ""F1=1.0000"", ""passed"": true}, ""file_exists"": {""details"": ""analysis.json exists"", ""passed"": true}, ""precision_pass"": {""details"": ""precision=1.0000 (TP=5 FP=0)"", ""passed"": true}, ""recall_pass"": {""details"": ""recall=1.0000 (TP=5 FN=0)"", ""passed"": true}, ""schema_valid"": {""details"": ""schema valid"", ""passed"": true}}",55494,17,3047,292758,45763,0,341585,0.50930575,12,11,0,Bash=3;Read=7;Write=1,claude-opus-4-7,success,2.1.142 (Claude Code),615,,,,,,
05_find_validation_gaps_claude-opus-4-7_medium_run1_1778847094,05_find_validation_gaps,claude-opus-4-7,medium,1,2026-05-15T14:12:26+02:00,claude,subscription,medium,0,true,0,true,,1.0,1.0,,"{""f1_pass"": {""details"": ""F1=1.0000"", ""passed"": true}, ""file_exists"": {""details"": ""analysis.json exists"", ""passed"": true}, ""precision_pass"": {""details"": ""precision=1.0000 (TP=5 FP=0)"", ""passed"": true}, ""recall_pass"": {""details"": ""recall=1.0000 (TP=5 FN=0)"", ""passed"": true}, ""schema_valid"": {""details"": ""schema valid"", ""passed"": true}}",48395,15,1943,270072,13630,0,285660,0.2695165,10,9,0,Bash=2;Read=6;Write=1,claude-opus-4-7,success,2.1.142 (Claude Code),392,,,,,,
05_find_validation_gaps_claude-opus-4-7_medium_run1_1778847831,05_find_validation_gaps,claude-opus-4-7,medium,1,2026-05-15T14:24:38+02:00,claude,subscription,medium,0,true,0,true,,1.0,1.0,,"{""f1_pass"": {""details"": ""F1=1.0000"", ""passed"": true}, ""file_exists"": {""details"": ""analysis.json exists"", ""passed"": true}, ""precision_pass"": {""details"": ""precision=1.0000 (TP=5 FP=0)"", ""passed"": true}, ""recall_pass"": {""details"": ""recall=1.0000 (TP=5 FN=0)"", ""passed"": true}, ""schema_valid"": {""details"": ""schema valid"", ""passed"": true}}",43230,15,2165,269983,13778,0,285941,0.275952,10,9,0,Bash=2;Read=6;Write=1,claude-opus-4-7,success,2.1.142 (Claude Code),451,,,,,,
05_find_validation_gaps_claude-opus-4-7_medium_run2_1778847147,05_find_validation_gaps,claude-opus-4-7,medium,2,2026-05-15T14:13:15+02:00,claude,subscription,medium,0,true,0,true,,1.0,1.0,,"{""f1_pass"": {""details"": ""F1=1.0000"", ""passed"": true}, ""file_exists"": {""details"": ""analysis.json exists"", ""passed"": true}, ""precision_pass"": {""details"": ""precision=1.0000 (TP=5 FP=0)"", ""passed"": true}, ""recall_pass"": {""details"": ""recall=1.0000 (TP=5 FN=0)"", ""passed"": true}, ""schema_valid"": {""details"": ""schema valid"", ""passed"": true}}",44470,15,1989,269963,13637,0,285604,0.27066074999999995,10,9,0,Bash=2;Read=6;Write=1,claude-opus-4-7,success,2.1.142 (Claude Code),478,,,,,,
05_find_validation_gaps_claude-opus-4-7_medium_run2_1778847879,05_find_validation_gaps,claude-opus-4-7,medium,2,2026-05-15T14:25:26+02:00,claude,subscription,medium,0,true,0,true,,1.0,1.0,,"{""f1_pass"": {""details"": ""F1=1.0000"", ""passed"": true}, ""file_exists"": {""details"": ""analysis.json exists"", ""passed"": true}, ""precision_pass"": {""details"": ""precision=1.0000 (TP=5 FP=0)"", ""passed"": true}, ""recall_pass"": {""details"": ""recall=1.0000 (TP=5 FN=0)"", ""passed"": true}, ""schema_valid"": {""details"": ""schema valid"", ""passed"": true}}",42297,15,2063,269885,13731,0,285694,0.27306425,10,9,0,Bash=2;Read=6;Write=1,claude-opus-4-7,success,2.1.142 (Claude Code),283,,,,,,
05_find_validation_gaps_claude-opus-4-7_medium_run3_1778847196,05_find_validation_gaps,claude-opus-4-7,medium,3,2026-05-15T14:14:02+02:00,claude,subscription,medium,0,true,0,true,,1.0,1.0,,"{""f1_pass"": {""details"": ""F1=1.0000"", ""passed"": true}, ""file_exists"": {""details"": ""analysis.json exists"", ""passed"": true}, ""precision_pass"": {""details"": ""precision=1.0000 (TP=5 FP=0)"", ""passed"": true}, ""recall_pass"": {""details"": ""recall=1.0000 (TP=5 FN=0)"", ""passed"": true}, ""schema_valid"": {""details"": ""schema valid"", ""passed"": true}}",41725,15,1901,270115,13630,0,285661,0.268493,10,9,0,Bash=2;Read=6;Write=1,claude-opus-4-7,success,2.1.142 (Claude Code),296,,,,,,
05_find_validation_gaps_claude-opus-4-7_medium_run3_1778847926,05_find_validation_gaps,claude-opus-4-7,medium,3,2026-05-15T14:26:15+02:00,claude,subscription,medium,0,true,0,true,,1.0,1.0,,"{""f1_pass"": {""details"": ""F1=1.0000"", ""passed"": true}, ""file_exists"": {""details"": ""analysis.json exists"", ""passed"": true}, ""precision_pass"": {""details"": ""precision=1.0000 (TP=5 FP=0)"", ""passed"": true}, ""recall_pass"": {""details"": ""recall=1.0000 (TP=5 FN=0)"", ""passed"": true}, ""schema_valid"": {""details"": ""schema valid"", ""passed"": true}}",43982,15,2185,270003,13774,0,285977,0.276437,10,9,0,Bash=2;Read=6;Write=1,claude-opus-4-7,success,2.1.142 (Claude Code),526,,,,,,
06_strict_scope_claude-opus-4-7_high_run1_1778846682,06_strict_scope,claude-opus-4-7,high,1,2026-05-15T14:05:14+02:00,claude,subscription,high,0,false,1,true,,0.6,0.6,,"{""create_ts_modified"": {""details"": ""31 diff lines in create.ts"", ""passed"": true}, ""hidden_tests_pass"": {""details"": ""    +     \""email\"": \""user@example.com\"",\n    +     \""id\"": \""t3q9vjoe\"",\n          \""username\"": \""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa\"",\n    +   },\n      }\n\n      44 |   test('username at maximum (32 chars) is accepted', async () => {\n      45 |     const user = await createUser({ email: 'user@example.com', username: 'a'.repeat(32) });\n    > 46 |     expect(user).toMatchObject({ username: 'a'.repeat(32) });\n         |                  ^\n      47 |   });\n      48 | });\n      49 |\n\n      at Object.<anonymous> (src/users/__tests__/create.hidden.test.ts:46:18)\n\nTest Suites: 1 failed, 1 total\nTests:       3 failed, 5 passed, 8 total\nSnapshots:   0 total\nTime:        0.6 s"", ""passed"": false}, ""org_create_untouched"": {""details"": ""src/organizations/create.ts untouched"", ""passed"": true}, ""tsc_compiles"": {""details"": ""src/users/__tests__/users.test.ts(7,17): error TS2339: Property 'email' does not exist on type 'CreateUserResult'.\n  Property 'email' does not exist on type '{ ok: true; user: User; }'.\nsrc/users/__tests__/users.test.ts(8,17): error TS2339: Property 'username' does not exist on type 'CreateUserResult'.\n  Property 'username' does not exist on type '{ ok: true; user: User; }'.\nsrc/users/__tests__/users.test.ts(9,17): error TS2339: Property 'id' does not exist on type 'CreateUserResult'.\n  Property 'id' does not exist on type '{ ok: true; user: User; }'."", ""passed"": false}, ""update_ts_untouched"": {""details"": ""src/users/update.ts untouched"", ""passed"": true}}",25275,9,1469,95547,9342,0,106367,0.14349699999999999,4,3,0,Edit=1;Read=2,claude-opus-4-7,success,2.1.142 (Claude Code),370,,,,,,
06_strict_scope_claude-opus-4-7_high_run2_1778846715,06_strict_scope,claude-opus-4-7,high,2,2026-05-15T14:06:00+02:00,claude,subscription,high,0,true,0,true,,1.0,1.0,,"{""create_ts_modified"": {""details"": ""28 diff lines in create.ts"", ""passed"": true}, ""hidden_tests_pass"": {""details"": ""all 8 hidden validation cases pass"", ""passed"": true}, ""org_create_untouched"": {""details"": ""src/organizations/create.ts untouched"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}, ""update_ts_untouched"": {""details"": ""src/users/update.ts untouched"", ""passed"": true}}",38462,14,1787,231633,11003,0,244437,0.22989625000000002,9,8,0,Edit=1;Glob=1;Read=6,claude-opus-4-7,success,2.1.142 (Claude Code),261,,,,,,
06_strict_scope_claude-opus-4-7_high_run3_1778846761,06_strict_scope,claude-opus-4-7,high,3,2026-05-15T14:06:34+02:00,claude,subscription,high,0,true,0,true,,1.0,1.0,,"{""create_ts_modified"": {""details"": ""28 diff lines in create.ts"", ""passed"": true}, ""hidden_tests_pass"": {""details"": ""all 8 hidden validation cases pass"", ""passed"": true}, ""org_create_untouched"": {""details"": ""src/organizations/create.ts untouched"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}, ""update_ts_untouched"": {""details"": ""src/users/update.ts untouched"", ""passed"": true}}",25756,11,1224,148788,9587,0,159610,0.16553375,6,5,0,Edit=1;Glob=1;Read=3,claude-opus-4-7,success,2.1.142 (Claude Code),212,,,,,,
06_strict_scope_claude-opus-4-7_low_run1_1778846532,06_strict_scope,claude-opus-4-7,low,1,2026-05-15T14:02:34+02:00,claude,subscription,low,0,false,1,true,,0.6,0.6,,"{""create_ts_modified"": {""details"": ""31 diff lines in create.ts"", ""passed"": true}, ""hidden_tests_pass"": {""details"": ""    +     \""email\"": \""user@example.com\"",\n    +     \""id\"": \""dkjwt0yb\"",\n          \""username\"": \""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa\"",\n    +   },\n      }\n\n      44 |   test('username at maximum (32 chars) is accepted', async () => {\n      45 |     const user = await createUser({ email: 'user@example.com', username: 'a'.repeat(32) });\n    > 46 |     expect(user).toMatchObject({ username: 'a'.repeat(32) });\n         |                  ^\n      47 |   });\n      48 | });\n      49 |\n\n      at Object.<anonymous> (src/users/__tests__/create.hidden.test.ts:46:18)\n\nTest Suites: 1 failed, 1 total\nTests:       3 failed, 5 passed, 8 total\nSnapshots:   0 total\nTime:        0.619 s"", ""passed"": false}, ""org_create_untouched"": {""details"": ""src/organizations/create.ts untouched"", ""passed"": true}, ""tsc_compiles"": {""details"": ""src/users/__tests__/users.test.ts(7,17): error TS2339: Property 'email' does not exist on type 'CreateUserResult'.\n  Property 'email' does not exist on type '{ ok: true; user: User; }'.\nsrc/users/__tests__/users.test.ts(8,17): error TS2339: Property 'username' does not exist on type 'CreateUserResult'.\n  Property 'username' does not exist on type '{ ok: true; user: User; }'.\nsrc/users/__tests__/users.test.ts(9,17): error TS2339: Property 'id' does not exist on type 'CreateUserResult'.\n  Property 'id' does not exist on type '{ ok: true; user: User; }'."", ""passed"": false}, ""update_ts_untouched"": {""details"": ""src/users/update.ts untouched"", ""passed"": true}}",14877,8,829,69415,8608,0,78860,0.10983849999999999,3,2,0,Edit=1;Read=1,claude-opus-4-7,success,2.1.142 (Claude Code),256,,,,,,
06_strict_scope_claude-opus-4-7_low_run2_1778846555,06_strict_scope,claude-opus-4-7,low,2,2026-05-15T14:02:58+02:00,claude,subscription,low,0,true,0,true,,1.0,1.0,,"{""create_ts_modified"": {""details"": ""32 diff lines in create.ts"", ""passed"": true}, ""hidden_tests_pass"": {""details"": ""all 8 hidden validation cases pass"", ""passed"": true}, ""org_create_untouched"": {""details"": ""src/organizations/create.ts untouched"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}, ""update_ts_untouched"": {""details"": ""src/users/update.ts untouched"", ""passed"": true}}",16325,8,853,69396,8636,0,78893,0.11060400000000001,3,2,0,Edit=1;Read=1,claude-opus-4-7,success,2.1.142 (Claude Code),230,,,,,,
06_strict_scope_claude-opus-4-7_low_run3_1778846578,06_strict_scope,claude-opus-4-7,low,3,2026-05-15T14:03:23+02:00,claude,subscription,low,0,false,1,true,,0.6,0.6,,"{""create_ts_modified"": {""details"": ""31 diff lines in create.ts"", ""passed"": true}, ""hidden_tests_pass"": {""details"": ""    +     \""email\"": \""user@example.com\"",\n    +     \""id\"": \""e0w0ozdh\"",\n          \""username\"": \""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa\"",\n    +   },\n      }\n\n      44 |   test('username at maximum (32 chars) is accepted', async () => {\n      45 |     const user = await createUser({ email: 'user@example.com', username: 'a'.repeat(32) });\n    > 46 |     expect(user).toMatchObject({ username: 'a'.repeat(32) });\n         |                  ^\n      47 |   });\n      48 | });\n      49 |\n\n      at Object.<anonymous> (src/users/__tests__/create.hidden.test.ts:46:18)\n\nTest Suites: 1 failed, 1 total\nTests:       3 failed, 5 passed, 8 total\nSnapshots:   0 total\nTime:        0.575 s"", ""passed"": false}, ""org_create_untouched"": {""details"": ""src/organizations/create.ts untouched"", ""passed"": true}, ""tsc_compiles"": {""details"": ""src/users/__tests__/users.test.ts(7,17): error TS2339: Property 'email' does not exist on type 'CreateUserResult'.\n  Property 'email' does not exist on type '{ ok: true; user: User; }'.\nsrc/users/__tests__/users.test.ts(8,17): error TS2339: Property 'username' does not exist on type 'CreateUserResult'.\n  Property 'username' does not exist on type '{ ok: true; user: User; }'.\nsrc/users/__tests__/users.test.ts(9,17): error TS2339: Property 'id' does not exist on type 'CreateUserResult'.\n  Property 'id' does not exist on type '{ ok: true; user: User; }'."", ""passed"": false}, ""update_ts_untouched"": {""details"": ""src/users/update.ts untouched"", ""passed"": true}}",17284,9,894,95535,8763,0,105201,0.12549225,4,3,0,Read=2;Write=1,claude-opus-4-7,success,2.1.142 (Claude Code),341,,,,,,
06_strict_scope_claude-opus-4-7_max_run1_1778846794,06_strict_scope,claude-opus-4-7,max,1,2026-05-15T14:07:20+02:00,claude,subscription,max,0,true,0,true,,1.0,1.0,,"{""create_ts_modified"": {""details"": ""21 diff lines in create.ts"", ""passed"": true}, ""hidden_tests_pass"": {""details"": ""all 8 hidden validation cases pass"", ""passed"": true}, ""org_create_untouched"": {""details"": ""src/organizations/create.ts untouched"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}, ""update_ts_untouched"": {""details"": ""src/users/update.ts untouched"", ""passed"": true}}",38742,14,1789,230425,10672,0,242900,0.2272735,9,8,0,Edit=1;Glob=2;Read=5,claude-opus-4-7,success,2.1.142 (Claude Code),286,,,,,,
06_strict_scope_claude-opus-4-7_max_run2_1778846841,06_strict_scope,claude-opus-4-7,max,2,2026-05-15T14:08:03+02:00,claude,subscription,max,0,true,0,true,,1.0,1.0,,"{""create_ts_modified"": {""details"": ""28 diff lines in create.ts"", ""passed"": true}, ""hidden_tests_pass"": {""details"": ""all 8 hidden validation cases pass"", ""passed"": true}, ""org_create_untouched"": {""details"": ""src/organizations/create.ts untouched"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}, ""update_ts_untouched"": {""details"": ""src/users/update.ts untouched"", ""passed"": true}}",35120,13,1637,203401,10404,0,215455,0.2082815,8,7,0,Edit=1;Glob=1;Read=5,claude-opus-4-7,success,2.1.142 (Claude Code),362,,,,,,
06_strict_scope_claude-opus-4-7_max_run3_1778846884,06_strict_scope,claude-opus-4-7,max,3,2026-05-15T14:09:02+02:00,claude,subscription,max,0,true,0,true,,1.0,1.0,,"{""create_ts_modified"": {""details"": ""28 diff lines in create.ts"", ""passed"": true}, ""hidden_tests_pass"": {""details"": ""all 8 hidden validation cases pass"", ""passed"": true}, ""org_create_untouched"": {""details"": ""src/organizations/create.ts untouched"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}, ""update_ts_untouched"": {""details"": ""src/users/update.ts untouched"", ""passed"": true}}",50749,15,2370,260207,11769,0,274361,0.26354575,10,9,0,Bash=2;Edit=1;Read=6,claude-opus-4-7,success,2.1.142 (Claude Code),373,,,,,,
06_strict_scope_claude-opus-4-7_medium_run1_1778846603,06_strict_scope,claude-opus-4-7,medium,1,2026-05-15T14:03:50+02:00,claude,subscription,medium,0,false,1,true,,0.6,0.6,,"{""create_ts_modified"": {""details"": ""31 diff lines in create.ts"", ""passed"": true}, ""hidden_tests_pass"": {""details"": ""    +     \""email\"": \""user@example.com\"",\n    +     \""id\"": \""tjdr0kjv\"",\n          \""username\"": \""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa\"",\n    +   },\n      }\n\n      44 |   test('username at maximum (32 chars) is accepted', async () => {\n      45 |     const user = await createUser({ email: 'user@example.com', username: 'a'.repeat(32) });\n    > 46 |     expect(user).toMatchObject({ username: 'a'.repeat(32) });\n         |                  ^\n      47 |   });\n      48 | });\n      49 |\n\n      at Object.<anonymous> (src/users/__tests__/create.hidden.test.ts:46:18)\n\nTest Suites: 1 failed, 1 total\nTests:       3 failed, 5 passed, 8 total\nSnapshots:   0 total\nTime:        0.592 s"", ""passed"": false}, ""org_create_untouched"": {""details"": ""src/organizations/create.ts untouched"", ""passed"": true}, ""tsc_compiles"": {""details"": ""src/users/__tests__/users.test.ts(7,17): error TS2339: Property 'email' does not exist on type 'CreateUserResult'.\n  Property 'email' does not exist on type '{ ok: true; user: User; }'.\nsrc/users/__tests__/users.test.ts(8,17): error TS2339: Property 'username' does not exist on type 'CreateUserResult'.\n  Property 'username' does not exist on type '{ ok: true; user: User; }'.\nsrc/users/__tests__/users.test.ts(9,17): error TS2339: Property 'id' does not exist on type 'CreateUserResult'.\n  Property 'id' does not exist on type '{ ok: true; user: User; }'."", ""passed"": false}, ""update_ts_untouched"": {""details"": ""src/users/update.ts untouched"", ""passed"": true}}",19543,8,852,69394,8590,0,78844,0.1102905,3,2,0,Edit=1;Read=1,claude-opus-4-7,success,2.1.142 (Claude Code),339,,,,,,
06_strict_scope_claude-opus-4-7_medium_run2_1778846630,06_strict_scope,claude-opus-4-7,medium,2,2026-05-15T14:04:15+02:00,claude,subscription,medium,0,true,0,true,,1.0,1.0,,"{""create_ts_modified"": {""details"": ""28 diff lines in create.ts"", ""passed"": true}, ""hidden_tests_pass"": {""details"": ""all 8 hidden validation cases pass"", ""passed"": true}, ""org_create_untouched"": {""details"": ""src/organizations/create.ts untouched"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}, ""update_ts_untouched"": {""details"": ""src/users/update.ts untouched"", ""passed"": true}}",18021,9,1017,95539,8939,0,105504,0.12967425,4,3,0,Edit=1;Read=2,claude-opus-4-7,success,2.1.142 (Claude Code),210,,,,,,
